gridindex,forest_ha,land_ha,disturbance_ha
799,2989.17,12470.67,88.74
800,684.18,12470.67,13.68
801,7251.12,12470.85,303.57
802,4990.41,12470.58,87.66
803,4350.69,12470.76,75.6
804,4209.93,12470.76,120.33
805,0,12470.67,NA
806,414,12470.85,25.47
807,0,12470.67,NA
808,0,12470.76,NA
809,7185.0599999999995,9275.4,258.3
810,0,6134.4,NA
811,0,12470.85,NA
812,2791.7999999999997,12470.67,23.4
813,8039.25,12470.76,106.92
814,5131.889999999999,12470.67,182.25
815,3964.95,12470.76,279
816,3697.92,12470.67,322.56
817,4389.21,12470.76,260.82
818,3404.79,12470.85,290.61
819,2297.79,12470.85,95.58
820,5806.98,12470.85,126.44999999999999
821,5919.84,12470.76,79.02
822,4443.84,12470.85,122.58
823,0,12470.85,NA
824,0,12470.76,NA
825,0,12470.67,NA
826,0,12470.85,NA
827,5796.54,12470.85,168.03
828,0,12470.85,NA
829,0,12470.76,NA
830,8590.41,12470.85,145.26
831,5920.0199999999995,12470.76,171.18
832,3999.24,12470.85,202.14
833,4556.79,12470.85,152.73
834,3597.5699999999997,12470.76,234.26999999999998
835,3173.4,12470.67,146.25
836,1171.98,12470.67,130.76999999999998
837,5947.38,12470.85,251.64
838,3652.1099999999997,12470.58,66.14999999999999
839,4935.69,12470.76,151.73999999999998
840,0,12470.76,NA
841,0,12470.67,NA
842,0,12470.85,NA
843,0,12470.67,NA
844,0,12470.76,NA
845,6833.88,9275.4,107.19
846,0,6134.4,NA
847,0,12470.85,NA
848,63.54,12470.67,NA
849,8612.91,12470.76,289.53
850,4522.05,12470.67,129.6
851,4730.67,12470.76,165.23999999999998
852,3644.2799999999997,12470.67,339.47999999999996
853,4200.57,12470.76,439.10999999999996
854,958.3199999999999,12470.85,3.33
855,3565.44,12470.85,282.87
856,6932.79,12470.85,302.13
857,5380.5599999999995,12470.76,157.95
858,0,12470.85,NA
859,0,12470.85,NA
860,0,12470.76,NA
861,0,12470.67,NA
862,0,12470.85,NA
863,2841.0299999999997,12470.85,41.22
864,0,12470.85,NA
865,303.21,12470.76,2.52
866,9728.01,12470.85,124.64999999999999
867,5523.48,12470.76,77.03999999999999
868,1567.26,12470.85,12.51
869,6342.75,12470.85,187.2
870,3775.3199999999997,12470.76,304.38
871,3271.68,12470.67,457.91999999999996
872,1000.62,12470.67,36.449999999999996
873,9188.64,12470.85,407.60999999999996
874,7617.33,12470.58,179.19
875,368.46,12470.76,44.82
876,0,12470.76,NA
877,0,12470.67,NA
878,0,12470.85,NA
879,0,12470.67,NA
880,0,12470.76,NA
881,6547.139999999999,9275.4,44.37
882,0,6134.4,NA
883,0,12470.85,NA
884,7393.7699999999995,12470.67,132.75
885,7740.99,12470.76,209.7
886,3045.69,12470.67,58.589999999999996
887,1400.31,12470.76,54.72
888,3900.87,12470.67,340.91999999999996
889,4686.3,12470.76,456.21
890,1807.9199999999998,12470.85,31.5
891,8174.25,12470.85,416.7
892,7801.83,12470.85,253.35
893,4846.05,12470.76,279.45
894,0,12470.85,NA
895,0,12470.85,NA
896,0,12470.76,NA
897,0,12470.67,NA
898,0,12470.85,NA
899,1662.48,12470.85,20.97
900,0,12470.85,NA
901,2670.48,12470.76,27.27
902,6684.3,12470.85,65.25
903,3126.33,12470.76,66.24
904,0,12470.85,NA
905,4356.9,12470.85,198.72
906,4041.0899999999997,12470.76,223.82999999999998
907,2792.52,12470.67,183.06
908,5452.38,12470.67,172.17
909,7411.049999999999,12470.85,323.37
910,9906.48,12470.58,214.73999999999998
911,0,12470.76,NA
912,0,12470.76,NA
913,0,12470.67,NA
914,0,12470.85,NA
915,0,12470.67,NA
916,0,12470.76,NA
917,1891.62,9275.4,40.949999999999996
918,0,6134.4,NA
919,0,12470.85,NA
920,7563.15,12470.67,196.65
921,269.55,12470.76,14.76
922,0,12470.67,NA
923,0,12470.76,NA
924,5293.889999999999,12470.67,450.09
925,3850.56,12470.76,325.53
926,3291.0299999999997,12470.85,82.44
927,8863.74,12470.85,309.96
928,11186.279999999999,12470.85,300.59999999999997
929,291.69,12470.76,2.16
930,0,12470.85,NA
931,0,12470.85,NA
932,0,12470.76,NA
933,0,12470.67,NA
934,0,12470.85,NA
935,0,12470.85,NA
936,0,12470.85,NA
937,484.74,12470.76,8.1
938,1953.99,12470.85,40.41
939,0,12470.76,NA
940,0,12470.85,NA
941,748.89,12470.85,63.54
942,3326.7599999999998,12470.76,533.43
943,4060.5299999999997,12470.67,284.13
944,7346.969999999999,12470.67,140.57999999999998
945,8046.36,12470.85,437.84999999999997
946,2065.0499999999997,12470.58,65.52
947,0,12470.76,NA
948,0,12470.76,NA
949,0,12470.67,NA
950,0,12470.85,NA
951,0,12470.67,NA
952,0,12470.76,NA
953,5.49,9275.4,NA
954,0,6134.4,NA
955,0,12470.85,NA
956,0,12470.67,NA
957,0,12470.76,NA
958,0,12470.67,NA
959,0,12470.76,NA
960,2834.64,12470.67,284.4
961,3331.98,12470.76,575.1899999999999
962,5927.13,12470.85,387.71999999999997
963,7125.12,12470.85,289.62
964,8184.5999999999995,12470.85,701.37
965,0,12470.76,NA
966,0,12470.85,NA
967,0,12470.85,NA
968,0,12470.76,NA
969,0,12470.67,NA
970,0,12470.85,NA
971,0,12470.85,NA
972,0,12470.85,NA
973,0,12470.76,NA
974,0,12470.85,NA
975,0,12470.76,NA
976,0,12470.85,NA
977,34.92,12470.85,NA
978,2024.6399999999999,12470.76,138.06
979,5901.66,12470.67,1079.19
980,7597.799999999999,12470.67,289.26
981,10003.5,12470.85,661.3199999999999
982,0,12470.58,NA
983,0,12470.76,NA
984,0,12470.76,NA
985,0,12470.67,NA
986,0,12470.85,NA
987,0,12470.67,NA
988,0,12470.76,NA
989,0,9275.4,NA
990,0,6134.4,NA
991,0,12470.85,NA
992,0,12470.67,NA
993,0,12470.76,NA
994,0,12470.67,NA
995,0,12470.76,NA
996,1521,12470.67,49.5
997,4387.05,12470.76,453.59999999999997
998,5468.04,12470.85,612.18
999,9027.63,12470.85,247.76999999999998
1000,421.02,12470.85,22.05
1001,0,12470.76,NA
1002,0,12470.85,NA
1003,0,12470.85,NA
1004,0,12470.76,NA
1005,0,12470.67,NA
1006,0,12470.85,NA
1007,0,12470.85,NA
1008,0,12470.85,NA
1009,0,12470.76,NA
1010,0,12470.85,NA
1011,0,12470.76,NA
1012,0,12470.85,NA
1013,0,12470.85,NA
1014,1179.36,12470.76,17.009999999999998
1015,4930.5599999999995,12470.67,1560.33
1016,6026.49,12470.67,221.22
1017,2158.11,12470.85,9.27
1018,0,12470.58,NA
1019,0,12470.76,NA
1020,0,12470.76,NA
1021,0,12470.67,NA
1022,0,12470.85,NA
1023,0,12470.67,NA
1024,0,12470.76,NA
1025,0,9275.4,NA
1026,0,6134.4,NA
1027,0,12470.85,NA
1028,0,12470.67,NA
1029,0,12470.76,NA
1030,0,12470.67,NA
1031,0,12470.76,NA
1032,0,12470.67,NA
1033,322.92,12470.76,41.67
1034,6038.0999999999995,12470.85,1693.53
1035,9414.359999999999,12470.85,255.78
1036,0,12470.85,NA
1037,0,12470.76,NA
1038,0,12470.85,NA
1039,0,12470.85,NA
1040,0,12470.76,NA
1041,0,12470.67,NA
1042,0,12470.85,NA
1043,0,12470.85,NA
1044,0,12470.85,NA
1045,0,12470.76,NA
1046,0,12470.85,NA
1047,0,12470.76,NA
1048,0,12470.85,NA
1049,0,12470.85,NA
1050,0,12470.76,NA
1051,6886.53,12470.67,1869.3899999999999
1052,8302.14,12470.67,354.96
1053,48.059999999999995,12470.85,0.72
1054,0,12470.58,NA
1055,0,12470.76,NA
1056,0,12470.76,NA
1057,0,12470.67,NA
1058,0,12470.85,NA
1059,0,12470.67,NA
1060,0,12470.76,NA
1061,0,9275.4,NA
1062,0,6134.4,NA
1063,0,12470.85,NA
1064,0,12470.67,NA
1065,0,12470.76,NA
1066,0,12470.67,NA
1067,0,12470.76,NA
1068,0,12470.67,NA
1069,2032.1999999999998,12470.76,144.54
1070,4939.74,12470.85,1270.98
1071,2101.14,12470.85,107.00999999999999
1072,0,12470.85,NA
1073,0,12470.76,NA
1074,0,12470.85,NA
1075,0,12470.85,NA
1076,0,12470.76,NA
1077,0,12470.67,NA
1078,0,12470.85,NA
1079,0,12470.85,NA
1080,0,8358.57,NA
1081,0,8358.66,NA
1082,0,8358.66,NA
1083,0,8358.66,NA
1084,0,8358.75,NA
1085,0,8358.66,NA
1086,0,8358.66,NA
1087,3528.45,8358.57,202.76999999999998
1088,3992.31,8358.57,548.8199999999999
1089,0,8358.66,NA
1090,0,8358.57,NA
1091,0,8358.57,NA
1092,0,8358.57,NA
1093,0,8358.66,NA
1094,0,8358.66,NA
1095,0,8358.57,NA
1096,0,8358.66,NA
1097,0,6117.3,NA
1098,0,635.22,NA
1099,0,1298.1599999999999,NA
1100,0,1298.1599999999999,NA
1101,0,1298.07,NA
1102,0,1298.07,NA
1103,0,1298.07,NA
1104,0,1298.1599999999999,NA
1105,0,1298.07,NA
1106,73.98,1298.07,4.77
1107,0,1298.25,NA
1108,0,1298.07,NA
1109,0,1297.98,NA
1110,0,1298.25,NA
1111,0,1298.07,NA
1112,0,1298.07,NA
1113,0,1298.1599999999999,NA
1114,0,1298.07,NA
1115,0,1298.1599999999999,NA
