falsto_name,year,scale,spei
Brunnthal_1,2019,1,0.886491892662596
Brunnthal_1,2019,12,1.44479942097825
Brunnthal_1,2020,1,0.454521618247807
Brunnthal_1,2020,12,1.6436993288072
Brunnthal_1,2021,1,0.126756455873878
Brunnthal_1,2021,12,0.703379453610901
Brunnthal_2,2015,1,0.15360633214398
Brunnthal_2,2015,12,-0.630500848249114
Brunnthal_2,2016,1,0.74279429951844
Brunnthal_2,2016,12,1.41381304914056
Brunnthal_2,2017,1,-0.213069981984755
Brunnthal_2,2017,12,0.329129816376883
Brunnthal_2,2018,1,0.127566783106232
Brunnthal_2,2018,12,-0.741813417113798
Brunnthal_2,2019,1,0.894059917675221
Brunnthal_2,2019,12,1.49096926567137
Brunnthal_2,2020,1,0.479359096270136
Brunnthal_2,2020,12,1.66474531485158
Brunnthal_2,2021,1,0.107490741093364
Brunnthal_2,2021,12,0.691044312782612
Bundorfer_Forst_1,2015,1,0.621146055801435
Bundorfer_Forst_1,2015,12,0.160169101368471
Bundorfer_Forst_1,2016,1,0.734196061171697
Bundorfer_Forst_1,2016,12,1.08939934608788
Bundorfer_Forst_1,2017,1,0.665598431906648
Bundorfer_Forst_1,2017,12,1.06941486089569
Bundorfer_Forst_1,2018,1,0.625949228626518
Bundorfer_Forst_1,2018,12,0.852037456563646
Bundorfer_Forst_1,2019,1,1.48559376955179
Bundorfer_Forst_1,2019,12,1.6350411729919
Bundorfer_Forst_1,2020,1,0.977940678025623
Bundorfer_Forst_1,2020,12,1.55339465693214
Bundorfer_Forst_1,2021,1,0.837465593923618
Bundorfer_Forst_1,2021,12,1.58104381649172
Bundorfer_Forst_2,2015,1,0.621146055801435
Bundorfer_Forst_2,2015,12,0.160169101368471
Bundorfer_Forst_2,2016,1,0.734196061171697
Bundorfer_Forst_2,2016,12,1.08939934608788
Bundorfer_Forst_2,2017,1,0.665598431906648
Bundorfer_Forst_2,2017,12,1.06941486089569
Bundorfer_Forst_2,2018,1,0.625949228626518
Bundorfer_Forst_2,2018,12,0.852037456563646
Bundorfer_Forst_2,2019,1,1.48559376955179
Bundorfer_Forst_2,2019,12,1.6350411729919
Bundorfer_Forst_2,2020,1,0.977940678025623
Bundorfer_Forst_2,2020,12,1.55339465693214
Bundorfer_Forst_2,2021,1,0.837465593923618
Bundorfer_Forst_2,2021,12,1.58104381649172
Burglengenfeld_1,2015,1,0.660549403205337
Burglengenfeld_1,2015,12,0.28190039303394
Burglengenfeld_1,2016,1,0.710227462991145
Burglengenfeld_1,2016,12,1.12170501622944
Burglengenfeld_1,2017,1,0.546979831892018
Burglengenfeld_1,2017,12,0.990276850610149
Burglengenfeld_1,2018,1,0.562330192221844
Burglengenfeld_1,2018,12,0.733257695386717
Burglengenfeld_1,2019,1,1.39269158107546
Burglengenfeld_1,2019,12,1.60073368069669
Burglengenfeld_1,2020,1,1.05140330008741
Burglengenfeld_1,2020,12,1.57577956765385
Burglengenfeld_1,2021,1,0.704800105590459
Burglengenfeld_1,2021,12,1.42187348807865
Burglengenfeld_2,2015,1,0.634927099612464
Burglengenfeld_2,2015,12,0.266537599785382
Burglengenfeld_2,2016,1,0.687273467752026
Burglengenfeld_2,2016,12,1.11329281241539
Burglengenfeld_2,2017,1,0.538747455930249
Burglengenfeld_2,2017,12,0.979420898007091
Burglengenfeld_2,2018,1,0.532790740491935
Burglengenfeld_2,2018,12,0.715900933512905
Burglengenfeld_2,2019,1,1.38197211400806
Burglengenfeld_2,2019,12,1.60477028396396
